author,traitName,mappedGenes
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ZCWPW1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,PTK2B
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,INPP5D
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ABCA7
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CR1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"NIFKP9,BIN1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"CD2AP-DT,B3GNTL1P2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"USP6NL-AS1,ECHDC3"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,MS4A4A
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLU
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BIN1,NIFKP9"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"TSPOAP1-AS1,MIR142HG"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ZNF652-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,EPHA1-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,APOE
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BCAM,NECTIN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,BCL3
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLPTM1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BCL3,CEACAM16-AS1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"NKPD1,MARK4"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BCAM,NECTIN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CBLC
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLPTM1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"MARK4,BLOC1S3"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"EXOC3L2,MARK4"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,RELB
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM16-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CASS4
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"HLA-DRB1,HLA-DQA1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLU
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"MS4A2,LINC02705"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CNTNAP2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"HESX1,IL17RD"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"UNC5CL,LRFN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ALPK2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,MEIOSIN
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CASS4
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ZNF594-DT
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,APH1B
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"HLA-DQA1,HLA-DRB1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"ABCA7,CNN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CR1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,INPP5D
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ADAMTS4
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"LINC02498,MIR572"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,KAT8
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,PILRA
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,PICALM
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"CD33,SIGLEC22P"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ADAM10
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,SLC24A4
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"NECTIN2,BCAM"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLASRP
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"PVR,CEACAM16-AS1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM16-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLASRP
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,GEMIN7-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM22P
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLASRP
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM16-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BCAM,NECTIN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"MARK4,EXOC3L2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,RELB
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM20
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM22P
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"EXOC3L2,MARK4"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,BCAM
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CEACAM16-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,GEMIN7-AS1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"IGSF23,CEACAM16-AS1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLPTM1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"CEACAM16-AS1,BCL3"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"BCAM,NECTIN2"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLPTM1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"HLA-DRB9,HLA-DRA"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,BCL3
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,ABCA7
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"IGSF23,CEACAM16-AS1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CHRNA2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CLPTM1
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"NKPD1,MARK4"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"MARK4,GEMIN7-AS1,GEMIN7"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,APOE
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TREM2
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"CASTOR3P,STAG3"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"RPS16P9,CKM"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,SLC24A4
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"LINC02695,RNU6-560P"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,CD2AP
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,"APOE,APOC1"
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,TOMM40
Jansen IE,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Yashin AI,Alzheimer's disease (age of onset),TOMM40
Park JH,Alzheimer's disease in APOE e4+ carriers,"SORCS1,RNA5SP326"
Park JH,Alzheimer's disease in APOE e4+ carriers,CHD2
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Fongang B,Dementia or Alzheimer's disease,-
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RPL6P17,RNU6-793P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ATXN1-AS1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"H4C8,H3C9P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"FKBPL,PRRT1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),TSBP1-AS1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"HLA-DRB5,HLA-DRB9"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"HLA-DQA1,HLA-DRB1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"HLA-DQB3,MTCO3P1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CD2AP-DT,B3GNTL1P2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ADGRF2P,CD2AP"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"EIF4EBP2P3,MIR2113"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CCDC162P
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MAD1L1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"GLCCI1,ICA1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RN7SL7P,SAMD9"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"FOXP2,MDFIC"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),EXOC4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"PTN,DGKI"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),EPHA1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PTK2B
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CLU
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),INTS9
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NECAB1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"C8orf90,MIR1302-7"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ZFTRAF1,TMEM276-ZFTRAF1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RNA5SP279,SMARCA2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CARM1P1,LINC01231"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NFIB
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC01239,SUMO2P2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),APBA1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"UBE2V1P10,STK33P1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),TTLL11
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ECHDC3,USP6NL-AS1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"EGR2,RNU6-543P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),JMJD1C
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),REEP3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),OGA
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ARMH3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ELOVL3,PITX3"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PSD
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"AS3MT,BORCS7-ASMT"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"JAKMIP3,BNIP3"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),TEAD1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LUZP2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"MS4A2,LINC02705"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MS4A6E
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DLG2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC02695,RNU6-560P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DISC1FP1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CEP57
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CAMKV,RN7SL217P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),BCL11A
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SPRED2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"AFF3,LINC01104"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CHST10
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"BIN1,NIFKP9"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LRP1B
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ARHGAP15
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RNA5SP107,KCNJ3"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"TANK-AS1,RN7SL423P"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DPP4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"NYAP2,MIR5702"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"AGAP1,Y_RNA"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),RARB
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SMARCC1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MAP4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PFKFB4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NDUFAF2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ARIH2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ZSWIM6
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),RHOA
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DAG1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MIR9-2HG
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"IP6K1,GMPPB"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CELF4,MIR4318"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),KATNAL2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"SKOR2,MIR4527HG"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DCC
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ABCA7
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NFIX
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CEACAM22P
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CEACAM16-AS1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),BCAM
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CLPTM1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"MARK4,PPP1R37"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MEIOSIN
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ARFGEF2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),STAU1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),BACE2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ARSA,Y_RNA"
Talyansky S,Alzheimer's disease and Lewy body co-pathology,"BIN1,NIFKP9"
Talyansky S,Alzheimer's disease and Lewy body co-pathology,APOE
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RNA5SP30,PCDH17"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"STK24,FARP1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),RBM23
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINC02327
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ESR2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ZBTB25
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SLC24A4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SEMA6D
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"USP8,USP50"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DAPK2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),IGDCC4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),INTS14
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DENND4A
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINGO1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),EFL1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SNX29
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ATXN2L
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PLEKHM1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC02210,RPS26P8"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINC02210-CRHR1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MAPT
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),KANSL1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),WNT3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NPC1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DSG2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MTMR2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINC02550
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),SORL1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PTPRF
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ST3GAL3,ST3GAL3-AS1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NEGR1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC02609,BARHL2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),BCAR3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MIR137HG
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),RAP1A
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"PIK3C2B,MDM4"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LRRN2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CR1-AS1,CR1"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),KCNH1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC00467,ARPC3P2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CEP170
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"RN7SL167P,SNX19"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"EMP1,LINC01559"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ATF7IP
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),IKZF4
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ARL6IP4,ABCB9"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),PITPNM2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"CDK2AP1,MTRFR"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),KMT5A
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"IPPKP1,SNORD27"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NRXN1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),NRXN1-DT
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),RBM5
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),DOCK3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),CADM2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC01471,LINC02016"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"TACC3,FGFR3"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MSANTD1
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),EPHA5
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"TET2-AS1,TET2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINC02466
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MAML3
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"FNIP2,PPID"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"HCN1,MRPS30"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"LINC02101,PLK2"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ELOVL7
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),ERCC8
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),IP6K2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LINC02057
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),LAMB2
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"ISCA1P1,HTR1A"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),MIR9-2HG
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),BSN
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"MEF2C-AS1,MEF2C"
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),EFNA5
Kulminski AM,Alzheimer's disease or educational attainment (pleiotropy),"TRIM36,LINC01957"
He L,Alzheimer's disease (age of onset),APOE
He L,Alzheimer's disease (age of onset),TREM2
He L,Alzheimer's disease (age of onset),PILRA
He L,Alzheimer's disease (age of onset),CLU
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,USH2A
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,TACR3
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,CYLC2
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,CAMSAP1
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,NOTCH1
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,"SPPL2C,MAPT-AS1"
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,ARL17B
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,NSF
He L,Alzheimer's disease (age of onset) in APOE e4 non-carriers,ERN1
Mukherjee S,Alzheimer's disease with memory domain impairment,AGT
Mukherjee S,Alzheimer's disease with memory domain impairment,"LINC02177,RPL21P119"
Mukherjee S,Alzheimer's disease with language domain impairment,ERBB4
Mukherjee S,Alzheimer's disease with language domain impairment,CACNA2D3
Mukherjee S,Alzheimer's disease with language domain impairment,FAM163A
Mukherjee S,Alzheimer's disease with language domain impairment,"BLOC1S4,KIAA0232"
Mukherjee S,Alzheimer's disease with language domain impairment,"LINC02645,PFKP-DT"
Mukherjee S,Alzheimer's disease with language domain impairment,"TRMT112P3,MIR633"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,"LINC01712,LINC01725"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,LINC02814
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,"LINC01876,RNU6-546P"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,NIT2
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,"AARS2,SPATS1"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,"RN7SKP211,LINC02836"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,CSMD1
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,"ARHGAP16P,LINC02307"
Mukherjee S,Alzheimer's disease with visuospatial domain impairment,SLC14A2
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,NRXN1
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,LINC01122
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,HDAC9
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,BMP1
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,"NKX2-6,STC1"
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,"HNF4G,PKMP4"
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,"MTND2P9,RPS19P6"
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,"EEF1A1P49,SNRPGP16"
Bone WP,Alzheimer's disease or body fat percentage (pleiotropy),"CCNT2-AS1,ACMSD"
Bone WP,Alzheimer's disease or diastolic blood pressure (pleiotropy),ADAM10
Bone WP,Alzheimer's disease or diastolic blood pressure (pleiotropy),ACE
Bone WP,Alzheimer's disease or diastolic blood pressure (pleiotropy),DOCK4
Bone WP,Alzheimer's disease or HDL levels (pleiotropy),SPPL2A
Bone WP,Alzheimer's disease or LDL levels (pleiotropy),DOC2A
Bone WP,Alzheimer's disease or systolic blood pressure (pleiotropy),ACE
Bone WP,Alzheimer's disease or waist-hip ratio (pleiotropy),ADAMTS4
Mukherjee S,Alzheimer's disease with multiple cognitive domain impairments,"LINC01081,LINC00917"
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ADAM10
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,"ADAMTS1,CYYR1"
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,APOE
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,"APOC4-APOC2,APOC2"
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,RELB
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,NECTIN2
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,APOC1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,BIN1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,"NIFKP9,BIN1"
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,CLU
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,EPHA1-AS1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,EPHA1-AS1
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ABCA7
Schwartzentruber J,Alzheimer's disease or family history of Alzheimer's disease,ABCA7
