author,mappedGenes,traitName
Herold C,ABCA7,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CR1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"NIFKP9,BIN1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"CD2AP-DT,B3GNTL1P2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"USP6NL-AS1,ECHDC3",Alzheimer's disease or family history of Alzheimer's disease
Herold C,MS4A4A,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLU,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BIN1,NIFKP9",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"TSPOAP1-AS1,MIR142HG",Alzheimer's disease or family history of Alzheimer's disease
Herold C,ZNF652-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,EPHA1-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,APOE,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BCAM,NECTIN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,BCL3,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLPTM1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BCL3,CEACAM16-AS1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"NKPD1,MARK4",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BCAM,NECTIN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CBLC,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLPTM1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MARK4,BLOC1S3",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"EXOC3L2,MARK4",Alzheimer's disease or family history of Alzheimer's disease
Herold C,RELB,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM16-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CASS4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"HLA-DRB1,HLA-DQA1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLU,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MS4A2,LINC02705",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CNTNAP2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"HESX1,IL17RD",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"UNC5CL,LRFN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,ALPK2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,MEIOSIN,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CASS4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,ZNF594-DT,Alzheimer's disease or family history of Alzheimer's disease
Herold C,APH1B,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"HLA-DQA1,HLA-DRB1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"ABCA7,CNN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CR1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,INPP5D,Alzheimer's disease or family history of Alzheimer's disease
Herold C,ADAMTS4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02498,MIR572",Alzheimer's disease or family history of Alzheimer's disease
Herold C,KAT8,Alzheimer's disease or family history of Alzheimer's disease
Herold C,PILRA,Alzheimer's disease or family history of Alzheimer's disease
Herold C,PICALM,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"CD33,SIGLEC22P",Alzheimer's disease or family history of Alzheimer's disease
Herold C,ADAM10,Alzheimer's disease or family history of Alzheimer's disease
Herold C,SLC24A4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"NECTIN2,BCAM",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLASRP,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"PVR,CEACAM16-AS1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM16-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLASRP,Alzheimer's disease or family history of Alzheimer's disease
Herold C,GEMIN7-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM22P,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLASRP,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM16-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BCAM,NECTIN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MARK4,EXOC3L2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,RELB,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM20,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM22P,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"EXOC3L2,MARK4",Alzheimer's disease or family history of Alzheimer's disease
Herold C,BCAM,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CEACAM16-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,GEMIN7-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"IGSF23,CEACAM16-AS1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLPTM1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"CEACAM16-AS1,BCL3",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"BCAM,NECTIN2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLPTM1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"HLA-DRB9,HLA-DRA",Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,BCL3,Alzheimer's disease or family history of Alzheimer's disease
Herold C,ABCA7,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"IGSF23,CEACAM16-AS1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CHRNA2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CLPTM1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"NKPD1,MARK4",Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MARK4,GEMIN7-AS1,GEMIN7",Alzheimer's disease or family history of Alzheimer's disease
Herold C,APOE,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TREM2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"CASTOR3P,STAG3",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"RPS16P9,CKM",Alzheimer's disease or family history of Alzheimer's disease
Herold C,SLC24A4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02695,RNU6-560P",Alzheimer's disease or family history of Alzheimer's disease
Herold C,CD2AP,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"APOE,APOC1",Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease or family history of Alzheimer's disease
Herold C,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,TOMM40,Alzheimer's disease (age of onset)
Herold C,"SORCS1,RNA5SP326",Alzheimer's disease in APOE e4+ carriers
Herold C,CHD2,Alzheimer's disease in APOE e4+ carriers
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Herold C,-,Dementia or Alzheimer's disease
Fongang B,-,Dementia or Alzheimer's disease
Fongang B,"RPL6P17,RNU6-793P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ATXN1-AS1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"H4C8,H3C9P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"FKBPL,PRRT1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,TSBP1-AS1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"HLA-DRB5,HLA-DRB9",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"HLA-DQA1,HLA-DRB1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"HLA-DQB3,MTCO3P1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CD2AP-DT,B3GNTL1P2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ADGRF2P,CD2AP",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"EIF4EBP2P3,MIR2113",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CCDC162P,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MAD1L1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"GLCCI1,ICA1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"RN7SL7P,SAMD9",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"FOXP2,MDFIC",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,EXOC4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"PTN,DGKI",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,EPHA1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PTK2B,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CLU,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,INTS9,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NECAB1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"C8orf90,MIR1302-7",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ZFTRAF1,TMEM276-ZFTRAF1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"RNA5SP279,SMARCA2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CARM1P1,LINC01231",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NFIB,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC01239,SUMO2P2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,APBA1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"UBE2V1P10,STK33P1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,TTLL11,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ECHDC3,USP6NL-AS1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"EGR2,RNU6-543P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,JMJD1C,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,REEP3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,OGA,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ARMH3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ELOVL3,PITX3",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PSD,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"AS3MT,BORCS7-ASMT",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"JAKMIP3,BNIP3",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,TEAD1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LUZP2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"MS4A2,LINC02705",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MS4A6E,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DLG2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC02695,RNU6-560P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DISC1FP1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CEP57,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CAMKV,RN7SL217P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,BCL11A,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SPRED2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"AFF3,LINC01104",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CHST10,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"BIN1,NIFKP9",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LRP1B,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ARHGAP15,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"RNA5SP107,KCNJ3",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"TANK-AS1,RN7SL423P",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DPP4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"NYAP2,MIR5702",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"AGAP1,Y_RNA",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,RARB,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SMARCC1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MAP4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PFKFB4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NDUFAF2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ARIH2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ZSWIM6,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,RHOA,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DAG1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MIR9-2HG,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"IP6K1,GMPPB",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CELF4,MIR4318",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,KATNAL2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"SKOR2,MIR4527HG",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DCC,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ABCA7,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NFIX,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CEACAM22P,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CEACAM16-AS1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,BCAM,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CLPTM1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"MARK4,PPP1R37",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MEIOSIN,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ARFGEF2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,STAU1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,BACE2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ARSA,Y_RNA",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"BIN1,NIFKP9",Alzheimer's disease and Lewy body co-pathology
Fongang B,APOE,Alzheimer's disease and Lewy body co-pathology
Fongang B,"RNA5SP30,PCDH17",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"STK24,FARP1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,RBM23,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINC02327,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ESR2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ZBTB25,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SLC24A4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SEMA6D,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"USP8,USP50",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DAPK2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,IGDCC4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,INTS14,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DENND4A,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINGO1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,EFL1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SNX29,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ATXN2L,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PLEKHM1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC02210,RPS26P8",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINC02210-CRHR1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MAPT,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,KANSL1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,WNT3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NPC1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DSG2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MTMR2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINC02550,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,SORL1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PTPRF,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ST3GAL3,ST3GAL3-AS1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NEGR1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC02609,BARHL2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,BCAR3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MIR137HG,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,RAP1A,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"PIK3C2B,MDM4",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LRRN2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CR1-AS1,CR1",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,KCNH1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC00467,ARPC3P2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CEP170,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"RN7SL167P,SNX19",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"EMP1,LINC01559",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ATF7IP,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,IKZF4,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ARL6IP4,ABCB9",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,PITPNM2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"CDK2AP1,MTRFR",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,KMT5A,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"IPPKP1,SNORD27",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NRXN1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,NRXN1-DT,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,RBM5,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,DOCK3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,CADM2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC01471,LINC02016",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"TACC3,FGFR3",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MSANTD1,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,EPHA5,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"TET2-AS1,TET2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINC02466,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MAML3,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"FNIP2,PPID",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"HCN1,MRPS30",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"LINC02101,PLK2",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ELOVL7,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,ERCC8,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,IP6K2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LINC02057,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,LAMB2,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"ISCA1P1,HTR1A",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,MIR9-2HG,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,BSN,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"MEF2C-AS1,MEF2C",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,EFNA5,Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,"TRIM36,LINC01957",Alzheimer's disease or educational attainment (pleiotropy)
Fongang B,APOE,Alzheimer's disease (age of onset)
Fongang B,TREM2,Alzheimer's disease (age of onset)
Fongang B,PILRA,Alzheimer's disease (age of onset)
Fongang B,CLU,Alzheimer's disease (age of onset)
Fongang B,USH2A,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,TACR3,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,CYLC2,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,CAMSAP1,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,NOTCH1,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,"SPPL2C,MAPT-AS1",Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,ARL17B,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,NSF,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,ERN1,Alzheimer's disease (age of onset) in APOE e4 non-carriers
Fongang B,AGT,Alzheimer's disease with memory domain impairment
Fongang B,"LINC02177,RPL21P119",Alzheimer's disease with memory domain impairment
Fongang B,ERBB4,Alzheimer's disease with language domain impairment
Fongang B,CACNA2D3,Alzheimer's disease with language domain impairment
Fongang B,FAM163A,Alzheimer's disease with language domain impairment
Fongang B,"BLOC1S4,KIAA0232",Alzheimer's disease with language domain impairment
Fongang B,"LINC02645,PFKP-DT",Alzheimer's disease with language domain impairment
Fongang B,"TRMT112P3,MIR633",Alzheimer's disease with language domain impairment
Fongang B,"LINC01712,LINC01725",Alzheimer's disease with visuospatial domain impairment
Fongang B,LINC02814,Alzheimer's disease with visuospatial domain impairment
Fongang B,"LINC01876,RNU6-546P",Alzheimer's disease with visuospatial domain impairment
Fongang B,NIT2,Alzheimer's disease with visuospatial domain impairment
Fongang B,"AARS2,SPATS1",Alzheimer's disease with visuospatial domain impairment
Fongang B,"RN7SKP211,LINC02836",Alzheimer's disease with visuospatial domain impairment
Fongang B,CSMD1,Alzheimer's disease with visuospatial domain impairment
Fongang B,"ARHGAP16P,LINC02307",Alzheimer's disease with visuospatial domain impairment
Fongang B,SLC14A2,Alzheimer's disease with visuospatial domain impairment
Fongang B,NRXN1,Alzheimer's disease with multiple cognitive domain impairments
Fongang B,LINC01122,Alzheimer's disease with multiple cognitive domain impairments
Fongang B,HDAC9,Alzheimer's disease with multiple cognitive domain impairments
Fongang B,BMP1,Alzheimer's disease with multiple cognitive domain impairments
Fongang B,"NKX2-6,STC1",Alzheimer's disease with multiple cognitive domain impairments
Fongang B,"HNF4G,PKMP4",Alzheimer's disease with multiple cognitive domain impairments
Fongang B,"MTND2P9,RPS19P6",Alzheimer's disease with multiple cognitive domain impairments
Fongang B,"EEF1A1P49,SNRPGP16",Alzheimer's disease with multiple cognitive domain impairments
Fongang B,"CCNT2-AS1,ACMSD",Alzheimer's disease or body fat percentage (pleiotropy)
Fongang B,ADAM10,Alzheimer's disease or diastolic blood pressure (pleiotropy)
Fongang B,ACE,Alzheimer's disease or diastolic blood pressure (pleiotropy)
Fongang B,DOCK4,Alzheimer's disease or diastolic blood pressure (pleiotropy)
Fongang B,SPPL2A,Alzheimer's disease or HDL levels (pleiotropy)
Fongang B,DOC2A,Alzheimer's disease or LDL levels (pleiotropy)
Fongang B,ACE,Alzheimer's disease or systolic blood pressure (pleiotropy)
Fongang B,ADAMTS4,Alzheimer's disease or waist-hip ratio (pleiotropy)
Fongang B,"LINC01081,LINC00917",Alzheimer's disease with multiple cognitive domain impairments
Fongang B,ADAM10,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,"ADAMTS1,CYYR1",Alzheimer's disease or family history of Alzheimer's disease
Fongang B,APOE,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,"APOC4-APOC2,APOC2",Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,RELB,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,APOC1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,BIN1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,"NIFKP9,BIN1",Alzheimer's disease or family history of Alzheimer's disease
Fongang B,CLU,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,EPHA1-AS1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,EPHA1-AS1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,ABCA7,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,ABCA7,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,ACE,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,ACE,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,ALDH1A2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,APP,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,CEACAM16-AS1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NECTIN2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,APOE,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,PTK2B,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NCK2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,NCK2,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,TREML5P,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,OARD1,Alzheimer's disease or family history of Alzheimer's disease
Fongang B,"UNC5CL,LRFN2",Alzheimer's disease or family history of Alzheimer's disease
Fongang B,SCARB1,Alzheimer's disease or HDL levels (pleiotropy)
Fongang B,"MIR4752,LILRA5",Alzheimer's disease or HDL levels (pleiotropy)
Fongang B,"SLC35C1,CRY2",Alzheimer's disease or fasting glucose levels (pleiotropy)
Fongang B,"OR4C3,OR4S1",Alzheimer's disease or fasting glucose levels (pleiotropy)
Fongang B,TCF7L2,Alzheimer's disease or fasting glucose levels (pleiotropy)
